0    [AWT-EventQueue-1] DEBUG com.caeps.gui.PSAnalysisPanel  - Inside establish learning set connection listener
8    [AWT-EventQueue-1] DEBUG com.caeps.run.ConnectToDB  - Loading driver...
34   [AWT-EventQueue-1] DEBUG com.caeps.run.ConnectToDB  - Driver loaded!
34   [AWT-EventQueue-1] DEBUG com.caeps.run.ConnectToDB  - Connecting database...
1087 [AWT-EventQueue-1] DEBUG com.caeps.run.ConnectToDB  - Database connected!
31741 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 1
31741 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 1
31741 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 1
31741 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 1
31741 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 1
31741 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 1
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 1
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 1
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 2
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 2
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 2
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 2
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 2
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 2
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 2
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 2
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 2
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 3
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 3
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 3
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 3
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 3
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 3
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 3
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 3
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 3
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 4
31742 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 4
31743 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 4
31743 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 4
31743 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 4
31743 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 4
31743 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 4
31743 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 4
31743 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count becomes zero for cluster 4
31743 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster After iteration 1:
31743 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 1
31743 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31743 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, -20.576251131233185
31743 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -24.878781928932508
31743 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.8966520602683984, -15.160611955306429
31743 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.8521143633813079, -27.320713062320145
31743 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9546717635053752, -27.869575910250916
31743 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9042480888703684, -32.68329064580366
31743 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9385321147000946, -26.807922155496957
31743 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.8111799039624182, -29.802605741273375
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9285998105208848, Average Angle: -22.788861392290798
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Day-time high load
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 2
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, 24.63144265415464
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, 19.397900400259857
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.9906366469469208, 4.225579477283591
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.9942813870872651, 7.49202955983401
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 1.014351850670887, 16.583242341062935
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 1.011179896133321, 17.077790231034243
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 1.0100354343190718, 18.84257912607699
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.9829359223275074, 7.708157331034045
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 1.0003801263872194, Average Angle: 12.884302346748923
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Night-time lower load
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 3
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 0.9999999999999999, -17.433714738163193
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -10.329796996020209
31744 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.986038178373846, -7.962188747899354
31745 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.975091853098605, -12.947832960323005
31745 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9995817756510617, -13.186079546979409
31745 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9802944261435979, -18.061842446013845
31745 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9909303620358894, -17.433714738163193
31745 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.9579416514742434, -15.38706690319387
31745 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9877642496419159, Average Angle: -12.526915230750674
31745 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Generator on Maintenance
31745 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 4
31745 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31745 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, -2.6245679129458654
31745 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -2.8446436444637606
31745 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 1.0044648768058075, -2.62354474849939
31745 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.986735219827409, -6.785477108877741
31745 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9962885328659818, -5.710378236414686
31745 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9605601322414791, -9.939117920184874
31746 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9599436441589857, -8.716727791873446
31746 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.8103354242853378, -23.19697583597255
31746 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9687030922427778, Average Angle: -6.937937022136923
31746 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Line on maintenance
31746 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Converge? true
31746 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Clustering converges after 2 iterations
31746 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - ************************************Resulting clusters*****************************************************
31746 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 1
31746 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31746 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, -20.576251131233185
31746 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -24.878781928932508
31746 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.8966520602683984, -15.160611955306429
31746 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.8521143633813079, -27.320713062320145
31746 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9546717635053752, -27.869575910250916
31746 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9042480888703684, -32.68329064580366
31746 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9385321147000946, -26.807922155496957
31746 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.8111799039624182, -29.802605741273375
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9285998105208848, Average Angle: -22.788861392290798
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Day-time high load
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 2
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, 24.63144265415464
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, 19.397900400259857
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.9906366469469208, 4.225579477283591
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.9942813870872651, 7.49202955983401
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 1.014351850670887, 16.583242341062935
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 1.011179896133321, 17.077790231034243
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 1.0100354343190718, 18.84257912607699
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.9829359223275074, 7.708157331034045
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 1.0003801263872194, Average Angle: 12.884302346748923
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Night-time lower load
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 3
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 0.9999999999999999, -17.433714738163193
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -10.329796996020209
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.986038178373846, -7.962188747899354
31747 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.975091853098605, -12.947832960323005
31748 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9995817756510617, -13.186079546979409
31748 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9802944261435979, -18.061842446013845
31748 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9909303620358894, -17.433714738163193
31748 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.9579416514742434, -15.38706690319387
31748 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9877642496419159, Average Angle: -12.526915230750674
31748 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Generator on Maintenance
31748 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 4
31748 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31748 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, -2.6245679129458654
31748 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -2.8446436444637606
31748 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 1.0044648768058075, -2.62354474849939
31748 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.986735219827409, -6.785477108877741
31748 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9962885328659818, -5.710378236414686
31748 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9605601322414791, -9.939117920184874
31748 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9599436441589857, -8.716727791873446
31748 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.8103354242853378, -23.19697583597255
31748 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9687030922427778, Average Angle: -6.937937022136923
31748 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Line on maintenance
31749 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - ************************************Resulting clusters*****************************************************
31749 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - ************************************Resulting learning instants*****************************************************
31749 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - ************************************Resulting learning instants*****************************************************
31759 [AWT-EventQueue-1] DEBUG com.caeps.gui.PSAnalysisPanel  - Inside cluster learning set listener
31762 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - SQL Error while retrieving measurement and substation from the database
com.mysql.jdbc.exceptions.jdbc4.MySQLNonTransientConnectionException: No operations allowed after connection closed.
31762 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - ************************************Starting the KMeans Algorithm*******************************
31762 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - ************************************Initial clusters*******************************
31762 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 1
31762 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31762 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, -20.576251131233185
31762 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -24.878781928932508
31762 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.8966520602683984, -15.160611955306429
31762 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.8521143633813079, -27.320713062320145
31762 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9546717635053752, -27.869575910250916
31762 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9042480888703684, -32.68329064580366
31762 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9385321147000946, -26.807922155496957
31762 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.8111799039624182, -29.802605741273375
31762 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9285998105208848, Average Angle: -22.788861392290798
31762 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: Day-time high load
31762 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 2
31763 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31763 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, 24.63144265415464
31763 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, 19.397900400259857
31763 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.9906366469469208, 4.225579477283591
